20061;# speaker = Т;;;;;;;;;;;;;;;;
20062;# sent = 1451;;;;;;;;;;;;;;;;
20539;;имя;ИМЯ;S n inan acc sg;;;эээ / моё _имя_ / значит как бы;я;м;и;;;;S;ИМЯ;S n inan acc sg;Я
20540;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20541;;значит;ЗНАЧИТ;PARENTH;;;моё имя / _значит_ как бы это уже;т;и;ч;а;н;з;ADV;ЗНАЧИТ;ADV -;Т
20542;;как бы;как бы;PART;;;имя / значит _как бы_ это уже что-то;ы;б; ;к;а;к;PART;как бы;ADV -;ы
20543;;это;ЭТО;SPRO n - nom sg;;;/ значит как бы _это_ уже что-то //;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
20544;;уже;УЖЕ;ADV -;;;значит как бы это _уже_ что-то // эээ;е;ж;у;;;;ADV;УЖЕ;ADV -;Е
20545;;что-то;ЧТО-ТО;SPRO n inan nom sg;;;как бы это уже _что-то_ // эээ и;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - acc sg;О
20546;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20547;;эээ;ЭЭЭ;INTJ;;;уже что-то // _эээ_ и / а;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20548;;и;И;CONJ;;;что-то // эээ _и_ / а потом;и;;;;;;CONJ;И;S - - nonflex -;И
20549;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20550;;а;А;CONJ;;;эээ и / _а_ потом он /;а;;;;;;CONJ;А;CONJ;А
20551;;потом;ПОТОМ;ADV -;;;и / а _потом_ он / отправил;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
20552;;он;ОН;SPRO sg 3p m nom;;;/ а потом _он_ / отправил последнее;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20553;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20554;;отправил;ОТПРАВИТЬ;V pf praet sg indic m -;;;потом он / _отправил_ последнее голосовое сообщение;л;и;в;а;р;п;V;ОТПРАВИТЬ;V pf praet sg indic m -;Ь
20555;;последнее;ПОСЛЕДНИЙ;A - acc sg plen n inan;;;он / отправил _последнее_ голосовое сообщение /;е;е;н;д;е;л;A;ПОСЛЕДНИЙ;A - acc sg plen n inan;Й
20556;;голосовое;ГОЛОСОВОЙ;A - acc sg plen n inan;;;/ отправил последнее _голосовое_ сообщение / где;е;о;в;о;с;о;A;ГОЛОСОВОЙ;A - acc sg plen n inan;Й
20557;;сообщение;СООБЩЕНИЕ;S n inan acc sg;;;отправил последнее голосовое _сообщение_ / где //;е;и;н;е;щ;б;S;СООБЩЕНИЕ;S n inan acc sg;Е
20558;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20559;;где;ГДЕ;ADVPRO;;;голосовое сообщение / _где_ // а он;е;д;г;;;;ADV;ГДЕ;ADV -;Е
20560;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20561;;а;А;CONJ;;;/ где // _а_ он ещё мне;а;;;;;;CONJ;А;CONJ;А
20562;;он;ОН;SPRO sg 3p m nom;;;где // а _он_ ещё мне ;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20563;;ещё;ЕЩЕ;ADV -;;;// а он _ещё_ мне  ска;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
20564;;мне;Я;SPRO sg 1p - dat;;;а он ещё _мне_  ска -;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
20565;"<distinct form=""";;;;;;;;;;;;;;;;
20566;<dist>;ска;;;;;;;;;;;;;;;
20567;<dist>;-;;;;;;;;;;;;;;;
20568;<dist>;сказал;;;;;;;;;;;;;;;
20569;""">";;;;;;;;;;;;;;;;
20570;;сказал;СКАЗАТЬ;V pf praet sg indic m -;;;- сказал  _сказал_  типа в;л;а;з;а;к;с;V;СКАЗАТЬ;V pf praet sg indic m -;Ь
20571;</distinct>;;;;;;;;;;;;;;;;
20572;;типа;ТИПА;PART;;; сказал  _типа_ в этом голосовом;а;п;и;т;;;PART;ТИПА;PART;А
20573;;в;В;PR;;;сказал  типа _в_ этом голосовом сообщении;в;;;;;;PR;В;PR;В
20574;;этом;ЭТОТ;APRO - loc sg plen n -;;; типа в _этом_ голосовом сообщении /;м;о;т;э;;;APRO;ЭТОТ;A - loc sg plen m -;Т
20575;;голосовом;ГОЛОСОВОЙ;A - loc sg plen n -;;;типа в этом _голосовом_ сообщении / типа;м;о;в;о;с;о;A;ГОЛОСОВОЙ;A - loc sg plen m -;Й
20576;;сообщении;СООБЩЕНИЕ;S n inan loc sg;;;в этом голосовом _сообщении_ / типа //;и;и;н;е;щ;б;S;СООБЩЕНИЕ;S n inan loc sg;Е
20577;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20578;;типа;ТИПА;PART;;;голосовом сообщении / _типа_ // удач тебе;а;п;и;т;;;PART;ТИПА;PART;А
20579;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20580;;удач;УДАЧА;S f inan gen pl;;;/ типа // _удач_ тебе / по;ч;а;д;у;;;S;УДАЧА;S f inan gen pl;А
20581;;тебе;ТЫ;SPRO sg 2p - dat;;;типа // удач _тебе_ / по жизни;е;б;е;т;;;SPRO;ТЫ;SPRO sg 2p - dat;Ы
20582;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20583;;по;ПО;PR;;;удач тебе / _по_ жизни ! ;о;п;;;;;PR;ПО;PR;О
20584;;жизни;ЖИЗНЬ;S f inan dat sg;;;тебе / по _жизни_ !  ;и;н;з;и;ж;;S;ЖИЗНЬ;S f inan loc sg;Ь
20585;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
20586;;;;;;;;;;;;;;;;;
20587;# sent = 1477;;;;;;;;;;;;;;;;
20588;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20589;;В;В;PR;;;  // _В_ общем он сказал;в;;;;;;PR;В;PR;В
20590;;общем;ОБЩИЙ;S n inan loc sg;;; // В _общем_ он сказал в;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -;Й
20591;;он;ОН;SPRO sg 3p m nom;;;// В общем _он_ сказал в этом;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20592;;сказал;СКАЗАТЬ;V pf praet sg indic m -;;;В общем он _сказал_ в этом голосовом;л;а;з;а;к;с;V;СКАЗАТЬ;V pf praet sg indic m -;Ь
20593;;в;В;PR;;;общем он сказал _в_ этом голосовом сообщении;в;;;;;;PR;В;PR;В
20594;;этом;ЭТОТ;APRO - loc sg plen n -;;;он сказал в _этом_ голосовом сообщении /;м;о;т;э;;;APRO;ЭТОТ;A - loc sg plen m -;Т
20595;;голосовом;ГОЛОСОВОЙ;A - loc sg plen n -;;;сказал в этом _голосовом_ сообщении / перед;м;о;в;о;с;о;A;ГОЛОСОВОЙ;A - loc sg plen m -;Й
20596;;сообщении;СООБЩЕНИЕ;S n inan loc sg;;;в этом голосовом _сообщении_ / перед удач;и;и;н;е;щ;б;S;СООБЩЕНИЕ;S n inan loc sg;Е
20597;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20598;;перед;ПЕРЕД;PR;;;голосовом сообщении / _перед_ удач / что;д;е;р;е;п;;PR;ПЕРЕД;PR;Д
20599;;удач;УДАЧА;S f inan gen pl;;;сообщении / перед _удач_ / что он;ч;а;д;у;;;S;УДАЧА;S f inan gen pl;А
20600;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20601;;что;ЧТО;CONJ;;;перед удач / _что_ он наш /;о;т;ч;;;;CONJ;ЧТО;CONJ;О
20602;;он;ОН;SPRO sg 3p m nom;;;удач / что _он_ наш / охранник;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20603;;наш;НАШ;APRO - nom sg plen m -;;;/ что он _наш_ / охранник ?;ш;а;н;;;;APRO;НАШ;A - nom sg plen m -;Ш
20604;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20605;;охранник;ОХРАННИК;S m anim nom sg;;;он наш / _охранник_ ?  ;к;и;н;н;а;р;S;ОХРАННИК;S m anim nom sg;К
20606;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
20607;;;;;;;;;;;;;;;;;
20608;# sent = 1478;;;;;;;;;;;;;;;;
20609;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20610;;типа;ТИПА;PART;;;  // _типа_ вот / я;а;п;и;т;;;PART;ТИПА;PART;А
20611;;вот;ВОТ;PART;;; // типа _вот_ / я /;т;о;в;;;;PART;ВОТ;PART;Т
20612;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20613;;я;Я;SPRO sg 1p - nom;;;типа вот / _я_ /  ваще;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20614;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20615;"<distinct form=""";;;;;;;;;;;;;;;;
20616;<dist>;ваще;;;;;;;;;;;;;;;
20617;""">";;;;;;;;;;;;;;;;
20618;;вообще;ВООБЩЕ;ADV -;;; ваще  _вообще_  не понимаю;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
20619;</distinct>;;;;;;;;;;;;;;;;
20620;;не;НЕ;PART;;; вообще  _не_ понимаю / почему;е;н;;;;;PART;НЕ;PART;Е
20621;;понимаю;ПОНИМАТЬ;V ipf praes sg indic - 1p;;;вообще  не _понимаю_ / почему вы;ю;а;м;и;н;о;V;ПОНИМАТЬ;V ipf praes sg indic - 1p;Ь
20622;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20623;;почему;ПОЧЕМУ;ADVPRO;;;не понимаю / _почему_ вы так поздно;у;м;е;ч;о;п;ADV;ПОЧЕМУ;ADV -;У
20624;;вы;ВЫ;SPRO pl 2p - nom;;;понимаю / почему _вы_ так поздно возвращаетесь;ы;в;;;;;SPRO;ВЫ;SPRO pl 2p - nom;Ы
20625;;так;ТАК;ADV -;;;/ почему вы _так_ поздно возвращаетесь /;к;а;т;;;;ADV;ТАК;ADV -;К
20626;;поздно;ПОЗДНО;ADV -;;;почему вы так _поздно_ возвращаетесь / мы;о;н;д;з;о;п;ADV;ПОЗДНО;ADV -;О
20627;;возвращаетесь;ВОЗВРАЩАТЬСЯ;V ipf praes pl indic - 2p;;;вы так поздно _возвращаетесь_ / мы же;ь;с;е;т;е;а;V;ВОЗВРАЩАТЬСЯ;V ipf praes pl indic - 2p;Я
20628;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20629;;мы;МЫ;SPRO pl 1p - nom;;;поздно возвращаетесь / _мы_ же типа отвечаем;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
20630;;же;ЖЕ;PART;;;возвращаетесь / мы _же_ типа отвечаем за;е;ж;;;;;PART;ЖЕ;PART;Е
20631;;типа;ТИПА;PART;;;/ мы же _типа_ отвечаем за вашу;а;п;и;т;;;PART;ТИПА;PART;А
20632;;отвечаем;ОТВЕЧАТЬ;V ipf praes pl indic - 1p;;;мы же типа _отвечаем_ за вашу безопасность;м;е;а;ч;е;в;V;ОТВЕЧАТЬ;V ipf praes pl indic - 1p;Ь
20633;;за;ЗА;PR;;;же типа отвечаем _за_ вашу безопасность /;а;з;;;;;PR;ЗА;PR;А
20634;;вашу;ВАШ;APRO - acc sg plen f -;;;типа отвечаем за _вашу_ безопасность / у;у;ш;а;в;;;APRO;ВАШ;A - acc sg plen f -;Ш
20635;;безопасность;БЕЗОПАСНОСТЬ;S f inan acc sg;;;отвечаем за вашу _безопасность_ / у вас;ь;т;с;о;н;с;S;БЕЗОПАСНОСТЬ;S f inan acc sg;Ь
20636;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20637;;у;У;PR;;;вашу безопасность / _у_ вас  постоянно;у;;;;;;PR;У;PR;У
20638;;вас;ВЫ;SPRO pl 2p - gen;;;безопасность / у _вас_  постоянно -;с;а;в;;;;SPRO;ВЫ;SPRO pl 2p - loc;Ы
20639;"<distinct form=""";;;;;;;;;;;;;;;;
20640;<dist>;постоянно;;;;;;;;;;;;;;;
20641;<dist>;-;;;;;;;;;;;;;;;
20642;<dist>;о;;;;;;;;;;;;;;;
20643;""">";;;;;;;;;;;;;;;;
20644;;постоянно;ПОСТОЯННО;ADV -;;;- о  _постоянно_  а /;о;н;н;я;о;т;ADV;ПОСТОЯННО;ADV -;О
20645;</distinct>;;;;;;;;;;;;;;;;
20646;;а;А;CONJ;;; постоянно  _а_ / на кухне;а;;;;;;CONJ;А;CONJ;А
20647;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20648;;на;НА;PR;;; а / _на_ кухне срабатывает /;а;н;;;;;PR;НА;PR;А
20649;;кухне;КУХНЯ;S f inan loc sg;;;а / на _кухне_ срабатывает / вот;е;н;х;у;к;;S;КУХНЯ;S f inan loc sg;Я
20650;;срабатывает;СРАБАТЫВАТЬ;V ipf praes sg indic - 3p;;;/ на кухне _срабатывает_ / вот этот;т;е;а;в;ы;т;V;СРАБАТЫВАТЬ;V ipf praes sg indic - 3p;Ь
20651;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20652;;вот;ВОТ;PART;;;кухне срабатывает / _вот_ этот вот //;т;о;в;;;;PART;ВОТ;PART;Т
20653;;этот;ЭТОТ;APRO - nom sg plen m -;;;срабатывает / вот _этот_ вот // ;т;о;т;э;;;APRO;ЭТОТ;A - nom sg plen m -;Т
20654;;вот;ВОТ;PART;;;/ вот этот _вот_ //  //;т;о;в;;;;PART;ВОТ;PART;Т
20655;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20656;<noindex>[нрзб]</noindex>;;;;;;;;;;;;;;;;
20657;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20658;;пожарная;ПОЖАРНЫЙ;A - nom sg plen f -;;;//  // _пожарная_ // вот эта;я;а;н;р;а;ж;A;ПОЖАРНЫЙ;A - nom sg plen f -;Й
20659;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20660;;вот;ВОТ;PART;;;// пожарная // _вот_ эта вот //;т;о;в;;;;PART;ВОТ;PART;Т
20661;;эта;ЭТОТ;APRO - nom sg plen f -;;;пожарная // вот _эта_ вот // эээ;а;т;э;;;;APRO;ЭТОТ;A - nom sg plen f -;Т
20662;;вот;ВОТ;PART;;;// вот эта _вот_ // эээ ну;т;о;в;;;;PART;ВОТ;PART;Т
20663;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20664;;эээ;ЭЭЭ;INTJ;;;эта вот // _эээ_ ну хотя она;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20665;;ну;НУ;PART;;;вот // эээ _ну_ хотя она не;у;н;;;;;PART;НУ;PART;У
20666;;хотя;ХОТЯ;CONJ;;;// эээ ну _хотя_ она не срабатывает;я;т;о;х;;;CONJ;ХОТЯ;CONJ;Я
20667;;она;ОНА;SPRO sg 3p f nom;;;эээ ну хотя _она_ не срабатывает //;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
20668;;не;НЕ;PART;;;ну хотя она _не_ срабатывает // ну;е;н;;;;;PART;НЕ;PART;Е
20669;;срабатывает;СРАБАТЫВАТЬ;V ipf praes sg indic - 3p;;;хотя она не _срабатывает_ // ну раньше;т;е;а;в;ы;т;V;СРАБАТЫВАТЬ;V ipf praes sg indic - 3p;Ь
20670;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20671;;ну;НУ;PART;;;не срабатывает // _ну_ раньше срабатывала /;у;н;;;;;PART;НУ;PART;У
20672;;раньше;РАНО;ADV comp;;;срабатывает // ну _раньше_ срабатывала / девочки;е;ш;ь;н;а;р;ADV;РАНО;ADV comp;О
20673;;срабатывала;СРАБАТЫВАТЬ;V ipf praet sg indic f -;;;// ну раньше _срабатывала_ / девочки говорили;а;л;а;в;ы;т;V;СРАБАТЫВАТЬ;V ipf praet sg indic f -;Ь
20674;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20675;;девочки;ДЕВОЧКА;S f anim nom pl;;;раньше срабатывала / _девочки_ говорили / но;и;к;ч;о;в;е;S;ДЕВОЧКА;S f anim gen sg;А
20676;;говорили;ГОВОРИТЬ;V ipf praet pl indic - -;;;срабатывала / девочки _говорили_ / но при;и;л;и;р;о;в;V;ГОВОРИТЬ;V ipf praet pl indic - -;Ь
20677;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20678;;но;НО;CONJ;;;девочки говорили / _но_ при мне не;о;н;;;;;CONJ;НО;CONJ;О
20679;;при;ПРИ;PR;;;говорили / но _при_ мне не было;и;р;п;;;;PR;ПРИ;PR;И
20680;;мне;Я;SPRO sg 1p - dat;;;/ но при _мне_ не было чтоб;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
20681;;не;НЕ;PART;;;но при мне _не_ было чтоб она;е;н;;;;;PART;НЕ;PART;Е
20682;;было;БЫТЬ;V ipf praet sg indic n -;;;при мне не _было_ чтоб она срабатывала;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -;Ь
20683;;чтоб;ЧТОБ;CONJ;;;мне не было _чтоб_ она срабатывала //;б;о;т;ч;;;CONJ;ЧТОБ;CONJ;Б
20684;;она;ОНА;SPRO sg 3p f nom;;;не было чтоб _она_ срабатывала // пожарная;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
20685;;срабатывала;СРАБАТЫВАТЬ;V ipf praet sg indic f -;;;было чтоб она _срабатывала_ // пожарная ;а;л;а;в;ы;т;V;СРАБАТЫВАТЬ;V ipf praet sg indic f -;Ь
20686;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20687;;пожарная;ПОЖАРНЫЙ;A - nom sg plen f -;;;она срабатывала // _пожарная_  сигна -;я;а;н;р;а;ж;A;ПОЖАРНЫЙ;A - nom sg plen f -;Й
20688;"<distinct form=""";;;;;;;;;;;;;;;;
20689;<dist>;сигна;;;;;;;;;;;;;;;
20690;<dist>;-;;;;;;;;;;;;;;;
20691;<dist>;сигнализация;;;;;;;;;;;;;;;
20692;""">";;;;;;;;;;;;;;;;
20693;;сигнализация;СИГНАЛИЗАЦИЯ;S f inan nom sg;;;- сигнализация  _сигнализация_  // эээ;я;и;ц;а;з;и;S;СИГНАЛИЗАЦИЯ;S f inan nom sg;Я
20694;</distinct>;;;;;;;;;;;;;;;;
20695;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20696;;эээ;ЭЭЭ;INTJ;;;сигнализация  // _эээ_ типа вот постоянно;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20697;;типа;ТИПА;PART;;; // эээ _типа_ вот постоянно хожу;а;п;и;т;;;PART;ТИПА;PART;А
20698;;вот;ВОТ;PART;;;// эээ типа _вот_ постоянно хожу и;т;о;в;;;;PART;ВОТ;PART;Т
20699;;постоянно;ПОСТОЯННО;ADV -;;;эээ типа вот _постоянно_ хожу и проверяю;о;н;н;я;о;т;ADV;ПОСТОЯННО;ADV -;О
20700;;хожу;ХОДИТЬ;V ipf praes sg indic - 1p;;;типа вот постоянно _хожу_ и проверяю у;у;ж;о;х;;;V;ХОДИТЬ;V ipf praes sg indic - 1p;Ь
20701;;и;И;CONJ;;;вот постоянно хожу _и_ проверяю у вас;и;;;;;;CONJ;И;CONJ;И
20702;;проверяю;ПРОВЕРЯТЬ;V ipf praes sg indic - 1p;;;постоянно хожу и _проверяю_ у вас ;ю;я;р;е;в;о;V;ПРОВЕРЯТЬ;V ipf praes sg indic - 1p;Ь
20703;;у;У;PR;;;хожу и проверяю _у_ вас  ;у;;;;;;PR;У;PR;У
20704;;вас;ВЫ;SPRO pl 2p - gen;;;и проверяю у _вас_   ;с;а;в;;;;SPRO;ВЫ;SPRO pl 2p - loc;Ы
20705;;;;;;;;;;;;;;;;;
20706;# sent = 1479;;;;;;;;;;;;;;;;
20707;# speaker = Т;;;;;;;;;;;;;;;;
20708;# sent = 1480;;;;;;;;;;;;;;;;
20709;;ну;НУ;PART;;;   _ну_ я его вообще;у;н;;;;;PART;НУ;PART;У
20710;;я;Я;SPRO sg 1p - nom;;;  ну _я_ его вообще ни разу;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20711;;его;ОН;SPRO sg 3p m acc;;; ну я _его_ вообще ни разу не;о;г;е;;;;SPRO;ОН;SPRO sg 3p m acc;Н
20712;;вообще;ВООБЩЕ;ADV -;;;ну я его _вообще_ ни разу не видела;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
20713;;ни разу;ни разу;ADV -;;;я его вообще _ни разу_ не видела /;у;з;а;р; ;и;ADV;ни разу;ADV -;у
20714;;не;НЕ;PART;;;его вообще ни разу _не_ видела / и;е;н;;;;;PART;НЕ;PART;Е
20715;;видела;ВИДЕТЬ;V ipf praet sg indic f -;;;вообще ни разу не _видела_ / и потом;а;л;е;д;и;в;V;ВИДЕТЬ;V ipf praet sg indic f -;Ь
20716;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20717;;и;И;CONJ;;;не видела / _и_ потом мы с;и;;;;;;CONJ;И;CONJ;И
20718;;потом;ПОТОМ;ADV -;;;видела / и _потом_ мы с соседкой;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
20719;;мы;МЫ;SPRO pl 1p - nom;;;/ и потом _мы_ с соседкой /;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
20720;;с;С;PR;;;и потом мы _с_ соседкой / на;с;;;;;;PR;С;PR;С
20721;;соседкой;СОСЕДКА;S f anim ins sg;;;потом мы с _соседкой_ / на следующее;й;о;к;д;е;с;S;СОСЕДКА;S f anim ins sg;А
20722;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20723;;на;НА;PR;;;с соседкой / _на_ следующее утро пошли;а;н;;;;;PR;НА;PR;А
20724;;следующее;СЛЕДУЮЩИЙ;A - acc sg plen n inan;;;соседкой / на _следующее_ утро пошли к;е;е;щ;ю;у;д;A;СЛЕДУЮЩИЙ;A - acc sg plen n inan;Й
20725;;утро;УТРО;S n inan acc sg;;;/ на следующее _утро_ пошли к /;о;р;т;у;;;S;УТРО;S n inan acc sg;О
20726;;пошли;ПОЙТИ;V pf praet pl indic - -;;;на следующее утро _пошли_ к / эээ;и;л;ш;о;п;;V;ПОЙТИ;V pf praet pl indic - -;И
20727;;к;К;PR;;;следующее утро пошли _к_ / эээ дежурке;к;;;;;;PR;К;PR;К
20728;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20729;;эээ;ЭЭЭ;INTJ;;;пошли к / _эээ_ дежурке // сказали;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20730;;дежурке;ДЕЖУРКА;S f anim dat sg;new;;к / эээ _дежурке_ // сказали ей;е;к;р;у;ж;е;S;ДЕЖУРКА;S f inan loc sg;А
20731;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20732;;сказали;СКАЗАТЬ;V pf praet pl indic - -;;;эээ дежурке // _сказали_ ей вот так и;и;л;а;з;а;к;V;СКАЗАТЬ;V pf praet pl indic - -;Ь
20733;;ей;ОНА;SPRO sg 3p f dat;;;дежурке // сказали _ей_ вот так и так;й;е;;;;;SPRO;ОНА;SPRO sg 3p f dat;А
20734;;вот;ВОТ;PART;;;// сказали ей _вот_ так и так //;т;о;в;;;;PART;ВОТ;PART;Т
20735;;так и;так и;CONJ;раздельно;;сказали ей вот _так и_ так // она;и; ;к;а;т;;CONJ;так и;CONJ;и
20736;;так;ТАК;ADV -;;;ей вот так и _так_ // она угорала;к;а;т;;;;ADV;ТАК;ADV -;К
20737;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20738;;она;ОНА;SPRO sg 3p f nom;;;так и так // _она_ угорала // типа;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
20739;;угорала;УГОРАТЬ;V ipf praet sg indic f -;;;так // она _угорала_ // типа ха-ха;а;л;а;р;о;г;V;УГОРАТЬ;V ipf praet sg indic f -;Ь
20740;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20741;;типа;ТИПА;PART;;;она угорала // _типа_ ха-ха / да;а;п;и;т;;;PART;ТИПА;PART;А
20742;;ха-ха;ХА-ХА;INTJ;;;угорала // типа _ха-ха_ / да он;а;х;-;а;х;;INTJ;ХА-ХА;INTJ;А
20743;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20744;;да;ДА;PART ;;;типа ха-ха / _да_ он просто подкатывает;а;д;;;;;CONJ;ДА;CONJ;А
20745;;он;ОН;SPRO sg 3p m nom;;;ха-ха / да _он_ просто подкатывает /;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20746;;просто;ПРОСТО;PART;;;/ да он _просто_ подкатывает / что;о;т;с;о;р;п;PART;ПРОСТО;PART;О
20747;;подкатывает;ПОДКАТЫВАТЬ;V ipf praes sg indic - 3p;;;да он просто _подкатывает_ / что ты;т;е;а;в;ы;т;V;ПОДКАТЫВАТЬ;V ipf praes sg indic - 3p;Ь
20748;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20749;;что;ЧТО;SPRO n inan nom sg;;;просто подкатывает / _что_ ты // эээ;о;т;ч;;;;CONJ;ЧТО;CONJ;О
20750;;ты;ТЫ;SPRO sg 2p - nom;;;подкатывает / что _ты_ // эээ но;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom;Ы
20751;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20752;;эээ;ЭЭЭ;INTJ;;;что ты // _эээ_ но позвала начальника;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20753;;но;НО;CONJ;;;ты // эээ _но_ позвала начальника охраны;о;н;;;;;CONJ;НО;CONJ;О
20754;;позвала;ПОЗВАТЬ;V pf praet sg indic f -;;;// эээ но _позвала_ начальника охраны //;а;л;а;в;з;о;V;ПОЗВАТЬ;V pf praet sg indic f -;Ь
20755;;начальника;НАЧАЛЬНИК;S m anim acc sg;;;эээ но позвала _начальника_ охраны // эээ;а;к;и;н;ь;л;S;НАЧАЛЬНИК;S m anim acc sg;К
20756;;охраны;ОХРАНА;S f inan gen sg;;;но позвала начальника _охраны_ // эээ он;ы;н;а;р;х;о;S;ОХРАНА;S f inan gen sg;А
20757;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20758;;эээ;ЭЭЭ;INTJ;;;начальника охраны // _эээ_ он типа тоже;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20759;;он;ОН;SPRO sg 3p m nom;;;охраны // эээ _он_ типа тоже посмеялся;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20760;;типа;ТИПА;PART;;;// эээ он _типа_ тоже посмеялся //;а;п;и;т;;;PART;ТИПА;PART;А
20761;;тоже;ТОЖЕ;PART;;;эээ он типа _тоже_ посмеялся // и;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
20762;;посмеялся;ПОСМЕЯТЬСЯ;V pf praet sg indic m -;;;он типа тоже _посмеялся_ // и сказал;я;с;л;я;е;м;V;ПОСМЕЯТЬСЯ;V pf praet sg indic m -;Я
20763;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20764;;и;И;CONJ;;;тоже посмеялся // _и_ сказал / что;и;;;;;;CONJ;И;CONJ;И
20765;;сказал;СКАЗАТЬ;V pf praet sg indic m -;;;посмеялся // и _сказал_ / что ;л;а;з;а;к;с;V;СКАЗАТЬ;V pf praet sg indic m -;Ь
20766;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20767;;что;ЧТО;CONJ;;;и сказал / _что_  тип ;о;т;ч;;;;CONJ;ЧТО;CONJ;О
20768;"<distinct form=""";;;;;;;;;;;;;;;;
20769;<dist>;тип;;;;;;;;;;;;;;;
20770;""">";;;;;;;;;;;;;;;;
20771;;типа;ТИПА;PART;;; тип  _типа_  ну да;а;п;и;т;;;PART;ТИПА;PART;А
